1,298
2,300
3,299.5
4,296.5
5,300
6,291.5
7,304.5
8,298
9,298
10,296.5
11,298.5
12,298
13,296
14,296
15,296
16,296
17,295
18,295
19,296
20,296
21,292
22,294
23,294
24,296
25,298
26,282
27,288
28,282
29,278
30,271
